Nome,Bolsista,Doutorado,Professor
Rodrigo Siqueira-Batista ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Ciências pela Fundação Oswaldo Cruz, Brasil(2006)","Professor Associado da Universidade Federal de Viçosa , Brasil"
Adhemar Longatto Filho ,Bolsista de Produtividade em Pesquisa 1B,"Doutorado em patologia experiemntal e comparada pela faculdade de medicina veterinária e zootecnia da universidade de são paulo, Brasil(1999)",NA
Teresinha Fróes Burnham ,NA,"Doutorado em Doutorado em Filosofia pela University of Southampton, Inglaterra(1983)",NA
Clodis Boscarioli ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(2008)","Professor Adjunto da Universidade Estadual do Oeste do Paraná , Brasil"
Adriano Cesar Machado Pereira ,Bolsista de Produtividade Desen. Tec. e Extensão Inovadora 2 | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Ciências da Computação pela Universidade Federal de Minas Gerais, Brasil(2007)","Professor Adjunto da Universidade Federal de Minas Gerais , Brasil"
Maria Lucia Leite Ribeiro Okimoto ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Engenharia de Produção pela Universidade Federal de Santa Catarina, Brasil(2000)","Professor Associado IV da Universidade Federal do Paraná , Brasil"
Fabrício Martins Lopes ,NA,"Doutorado em Bioinformática pela Universidade de São Paulo, Brasil(2011)","Professor efetivo da Universidade Tecnológica Federal do Paraná , Brasil"
Marco Aurelio Romano-Silva ,Bolsista de Produtividade em Pesquisa 1A | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Bioquímica e Imunologia pela Universidade Federal de Minas Gerais, Brasil(1994)","Professor Titular da Universidade Federal de Minas Gerais , Brasil"
Pedro Geraldo Pascutti ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Física pela Universidade de São Paulo, Brasil(1996)","Professor da Universidade Federal do Rio de Janeiro , Brasil"
Rafael Reimann Baptista ,NA,"Doutorado em Ciências do Movimento Humano pela Universidade Federal do Rio Grande do Sul, Brasil(2011)","Professor Adjunto da Pontifícia Universidade Católica do Rio Grande do Sul , Brasil"
Gerd Sparovek ,NA,"Doutorado em Agronomia (Solos e Nutrição de Plantas) pela Universidade de São Paulo, Brasil(1993)","Professor Titular da Universidade de São Paulo , Brasil"
Jair Minoro Abe ,NA,"Doutorado em Filosofia pela Universidade de São Paulo, Brasil(1992)","Professor titular da Universidade Paulista , Brasil"
Fernando Barbosa Júnior ,Bolsista de Produtividade em Pesquisa 1B | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Química (Química Analítica) pela Universidade de São Paulo, Brasil(2003)","Professor Associado 3 da FACULDADE DE CIÊNCIAS FARMACÊUTICAS DE RIBEIRÃO PRETO , Brasil"
Alfredo Luiz Paes de Oliveira Suppia ,NA,"Doutorado em Multimeios pela Universidade Estadual de Campinas, Brasil(2007)","Professor Doutor MS-3 da Universidade Estadual de Campinas , Brasil"
Osvaldo Novais de Oliveira Junior ,Bolsista de Produtividade em Pesquisa 1A | Orientador de Doutorado,"Doutorado em Electronic Engineering pela University Of Wales, Grã-Bretanha(1990)","Professor Titular da Universidade de São Paulo , Brasil"
Viviana Cocco Mariani ,Bolsista de Pós-doutorado no Exterior | Orientador de Doutorado,"Doutorado em Engenharia Mecânica pela Universidade Federal de Santa Catarina, Brasil(2002)","Professor titular da Pontifícia Universidade Católica do Paraná , Brasil"
Luis Paulo da Silva Barra ,NA,"Doutorado em Engenharia Civil pela Universidade Federal do Rio de Janeiro, Brasil(1996)","Professor Associado II da Universidade Federal de Juiz de Fora , Brasil"
Arlan Luiz Bettiol ,NA,"Doutorado em Doctorat En Sciences Appliquées pelo Universite de l'Etat a Liege, Bélgica(1999)",NA
Marco Aurelio Amaral Henriques ,NA,"Doutorado em Doctoral Program in Computer Science pela Chiba University, Japão(1993)","Professor Associado da Universidade Estadual de Campinas , Brasil"
Gérson Rodrigues dos Santos ,NA,"Doutorado em Estatística e Experimentação Agropecuária pela Universidade Federal de Lavras, Brasil(2010)",NA
Edilson Reis Rodrigues Kato ,NA,"Doutorado em Engenharia Mecânica pela Universidade de São Paulo, Brasil(1999)","Professor Associado da Universidade Federal de São Carlos , Brasil"
Karla Patricia Santos Oliveira Rodríguez Esquerre ,NA,"Doutorado em Engenharia Química pela Universidade Estadual de Campinas, Brasil(2003)","Professor Adjunto III da Universidade Federal da Bahia , Brasil"
Sílvio Luís Rafaeli Neto ,NA,"Doutorado em Engenharia pela Universidade de São Paulo, Brasil(2000)","Professor Associado da Universidade do Estado de Santa Catarina , Brasil"
Pedro Luiz Pizzigatti Corrêa ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(2002)","Professor Doutor da Universidade de São Paulo , Brasil"
Marcel de Moraes Pedroso ,NA,"Doutorado em Administração pela Universidade de Brasília, Brasil(2011)",NA
Elvio Giasson ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Soil Science pela Cornell University, Estados Unidos(2002)","Professor Titular da Universidade Federal do Rio Grande do Sul , Brasil"
Cláudio de Souza Baptista ,Bolsista de Produtividade Desen. Tec. e Extensão Inovadora 2 | Orientador de Doutorado,"Doutorado em Computer Science pela University Of Kent At Canterbury, Grã-Bretanha(2000)","Professor Titular da Universidade Federal de Campina Grande , Brasil"
Renildes Lucio Ferreira Fontes ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Soil Science pela North Carolina State University, Estados Unidos(1992)","Professor Titular da Universidade Federal de Viçosa , Brasil"
Marcio Antonio Geimba Maia ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Astronomia pelo Observatório Nacional, Brasil(1989)",NA
Célio Vinicius Neves de Albuquerque ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Information And Computer Science pela University of California, Irvine, Estados Unidos(2000)",NA
Basilio Xavier Santiago ,Bolsista de Produtividade em Pesquisa 1C | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Astronomia pelo Observatório Nacional, Brasil(1993)",NA
Moisés Renato Nunes Ribeiro ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Engenharia Eletrônica pela University of Essex, Inglaterra(2002)","Professor da Universidade Federal do Espírito Santo , Brasil"
Júlio Cezar Augusto da Silva ,Bolsista de Produtividade Desen. Tec. e Extensão Inovadora 2,"Doutorado em Design pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2009)",NA
Heinrich Hasenack ,NA,"Doutorado em Agronegócios pela Universidade Federal do Rio Grande do Sul, Brasil(2017)","Professor da Universidade Federal do Rio Grande do Sul , Brasil"
Vanderlei Aparecido de Lima ,NA,"Doutorado em Engenharia Química pela Universidade Federal de São Carlos, Brasil(2010)","Professor Adjunto da Universidade Tecnológica Federal do Paraná , Brasil"
Ivan Rizzo Guilherme ,NA,"Doutorado em Doutorado em Engenharia Elétrica - UNICAMP pela Universidade Estadual de Campinas, Brasil(1996)","Professor Adjunto da Universidade Estadual Paulista Júlio de Mesquita Filho , Brasil"
Luciana Bertocco de Paiva Haddad ,NA,"Doutorado em Cirurgia do Aparelho Digestivo pelo Hospital das Clinicas da Universidade de São Paulo, Brasil(2009)",NA
Marilza Antunes de Lemos ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(2004)","Professor Assistente Doutor da Universidade Estadual Paulista Júlio de Mesquita Filho , Brasil"
Debora Christina Muchaluat Saade ,Bolsista de Produtividade Desen. Tec. e Extensão Inovadora 1D | Orientador de Doutorado,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2003)","Professor Associado da Universidade Federal Fluminense , Brasil"
Júlio Cezar Estrella ,NA,"Doutorado em Ciências da Computação e Matemática Computacional pela Universidade de São Paulo, Brasil(2010)","Professor Associado - MS5-1 RDIDP da Universidade de São Paulo , Brasil"
Ricardo Augusto Souza Fernandes ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(2011)","Professor Adjunto da Universidade Federal de São Carlos , Brasil"
Rodrigo Weber dos Santos ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Matemática pela Universidade Federal do Rio de Janeiro, Brasil(2002)",NA
Gilmar Guimaraes ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Engenharia Mecânica pela Universidade Federal de Santa Catarina, Brasil(1993)","Professor Titular da Universidade Federal de Uberlândia , Brasil"
Kelvin Lopes Dias ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Ciências da Computação pela Universidade Federal de Pernambuco, Brasil(2004)","Professor Associado I da Universidade Federal de Pernambuco , Brasil"
Stanley Robson de Medeiros Oliveira ,NA,"Doutorado em Computer Science pela University of Alberta, Canadá(2005)",NA
Dilvani Oliveira Santos ,NA,"Doutorado em Ciências Biológicas (Biofísica) pela Universidade Federal do Rio de Janeiro, Brasil(1991)","Professor Titular da Universidade Federal Fluminense , Brasil"
Ricardo Massa Ferreira Lima ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Ciências da Computação pela Universidade Federal de Pernambuco, Brasil(2000)","Professor Adjunto da Universidade Federal de Pernambuco , Brasil"
Flávia Magalhães Freitas Ferreira ,NA,"Doutorado em Engenharia Elétrica pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2004)","Professor adjunto III da Pontifícia Universidade Católica de Minas Gerais , Brasil"
Sérgio Vidal Garcia Oliveira ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Santa Catarina, Brasil(2006)","Professor Adjunto da Universidade do Estado de Santa Catarina , Brasil"
Lucas Spanemberg ,NA,"Doutorado em Ciências Médicas pela Universidade Federal do Rio Grande do Sul, Brasil(2014)",NA
Claudio Zarate Sanavria ,NA,"Doutorado em Educação pela Universidade Estadual Paulista Júlio de Mesquita Filho, Brasil(2014)","Professor EBTT (D-IV-1) do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul , Brasil"
Dario Eduardo Amaral DERGINT ,NA,"Doutorado em Sciences de l'Homme e Technologie pelo Universitè de Technologie de Compiègne, França(1999)","Professor Associado da Universidade Tecnológica Federal do Paraná , Brasil"
Viviane Cristine Silva ,NA,"Doutorado em Génie Electrique pelo Institut National Polytechnique de Grenoble, França(1994)","Professora Associada da Universidade de São Paulo , Brasil"
Lucia Helena Sampaio da Silva ,NA,"Doutorado em Ecologia pela Universidade Federal do Rio de Janeiro, Brasil(2004)","Professor Associado da Universidade Federal do Rio de Janeiro , Brasil"
Ed Wilson Tavares Ferreira ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Uberlândia, Brasil(2009)","Professor Titular do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso , Brasil"
Inar Alves de Castro ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Nutrição Humana Aplicada pela Universidade de São Paulo, Brasil(1999)","Professora Associada da Universidade de São Paulo , Brasil"
Gustavo Machado ,NA,"Doutorado em Ciências Veterinárias pela Universidade Federal do Rio Grande do Sul, Brasil(2016)",NA
Marco Hiroshi Naka ,NA,"Doutorado em Engenharia Biomecanica pela Kyoto University, Japão(2005)","Professor Titular do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul , Brasil"
Amanda Flávio de Oliveira ,NA,"Doutorado em Direito pela Universidade Federal de Minas Gerais, Brasil(2004)","Professor associado da Universidade Federal de Minas Gerais , Brasil"
Leonardo Antônio Borges Tôrres ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Engenharia Elétrica pela Universidade Federal de Minas Gerais, Brasil(2001)","Professor Associado da Universidade Federal de Minas Gerais , Brasil"
Rachel Zuanon Dias ,NA,"Doutorado em Comunicação e Semiótica pela Pontifícia Universidade Católica de São Paulo, Brasil(2007)",NA
Paulo Mazzoncini de Azevedo Marques ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Física pela Universidade de São Paulo, Brasil(1994)","Professor Associado 3 - MS5 da Universidade de São Paulo , Brasil"
Thais Russomano ,NA,"Doutorado em Space Physiology pelo King's College London, Grã-Bretanha(1998)",NA
Geraldo Busatto Filho ,Bolsista de Produtividade em Pesquisa 1A | Orientador de Doutorado,"Doutorado em Psiquiatria Pelo Institute Of Psychiatry pela University of London, Inglaterra(1995)","Professor Titular da Universidade de São Paulo , Brasil"
André Lopes Carvalho ,Bolsista de Produtividade em Pesquisa 1B,"Doutorado em Oncologia pela Universidade de São Paulo, Brasil(2002)","Pesquisador/Professor do Hospital de Cancer de Barretos - Fundação PIO XII , Brasil"
Fabio Alves da Silva Junior ,Bolsista de Produtividade em Pesquisa 1C | Orientador de Doutorado,"Doutorado em Sprachlehrforschung - Linguística Aplicada pelo Ruhr Universität Bochum, Alemanha(1995)","Professor Titular da Universidade Federal de Minas Gerais , Brasil"
Fernando Batista da Costa ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Química Orgânica pela Universidade de São Paulo, Brasil(1996)","Professor Associado 3 da Universidade de São Paulo , Brasil"
Antonio Carlos de Moraes ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Educação Física pela Universidade Estadual de Campinas, Brasil(1999)","PROFESSOR TITULAR da Universidade Estadual de Campinas , Brasil"
Fabiana Rodrigues Leta ,NA,"Doutorado em Engenharia Mecânica pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(1998)",NA
Luis Gustavo Marcassa ,Bolsista de Produtividade em Pesquisa 1B | Orientador de Doutorado,"Doutorado em Física pela Universidade de São Paulo, Brasil(1995)","Professor Titular da Universidade de São Paulo , Brasil"
Giorgio Eugenio Oscare Giacaglia ,NA,"Doutorado em Engenharia Mecânica pela Universidade de São Paulo, Brasil(1967)",NA
Vicente Lopes Junior ,NA,"Doutorado em Engenharia Mecânica pela Universidade Estadual de Campinas, Brasil(1993)","Professor Titular da Universidade Estadual Paulista, Campus de Ilha Solteira , Brasil"
Lisandro Zambenedetti Granville ,Bolsista de Produtividade em Pesquisa 1C | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Computação pela Universidade Federal do Rio Grande do Sul, Brasil(2001)","Professor Associado da Universidade Federal do Rio Grande do Sul , Brasil"
Maria da Gloria da Costa Carvalho ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Ciências Biológicas (Biofísica) pela Universidade Federal do Rio de Janeiro, Brasil(1982)","Professor da pos graduacao do Departamento de Anatomia Patologica da UFRJ , Brasil"
Marcelo Gitirana Gomes Ferreira ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Engenharia Mecânica pela Universidade Federal de Santa Catarina, Brasil(2006)","Professor Associado da Universidade do Estado de Santa Catarina , Brasil"
José Francisco Moreira Pessanha ,NA,"Doutorado em Engenharia Elétrica pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2006)","Professor adjunto da Universidade do Estado do Rio de Janeiro , Brasil"
